Date;Tipo;Volume;Price;SL;TP;Saldo;Price Vol;Scaled Price Return;Retorno;Dummy
2019.06.07 13:36:32;sell;38;98020;98020;100920;1094778;0,0041;0,182468648;-2220;0
2019.06.10 14:16:43;sell;38;97070;97080;99980;1092482;-0,0097;-0,535693623;-2296;0
2019.06.10 16:57:00;sell;19;97525;97160;100060;1092759;0,0047;0,210403986;277;1
2019.06.10 17:00:01;sell;19;97525;97160;100060;1093036;0,0000;-0,032808644;277;1
2019.06.13 16:57:00;buy;9;99795;100185;97285;1093198;0,0233;1,174920802;162;1
2019.06.13 17:00:01;buy;9;99835;100185;97285;1093288;0,0004;-0,012011152;90;1
2019.06.17 12:33:05;sell;38;98970;98980;101880;1090992;-0,0087;-0,482374212;-2296;0
2019.06.17 14:58:16;sell;38;98860;98865;101765;1088734;-0,0011;-0,0904785;-2258;0
2019.06.18 16:57:00;sell;19;100265;99750;102650;1089581;0,0142;0,704612312;847;1
2019.06.18 17:00:01;sell;19;100285;99750;102650;1090504;0,0002;-0,022458643;923;1
2019.06.25 16:57:00;buy;19;100940;102590;99690;1095674;0,0065;0,306086291;5170;1
2019.06.25 17:00:01;buy;19;100835;102590;99690;1101243;-0,0010;-0,086782787;5569;1
2019.06.27 13:35:20;buy;38;100675;100670;97770;1099005;-0,0016;-0,1151406;-2238;0
2019.06.27 16:57:00;sell;19;101460;100560;103460;1101315;0,0078;0,371774491;2310;1
2019.06.27 17:00:01;sell;19;101455;100560;103460;1103606;0,0000;-0,035365668;2291;1
2019.07.02 13:30:09;buy;38;102110;102105;99205;1101388;0,0065;0,302178085;-2218;0
2019.07.02 16:57:00;buy;19;101320;101580;98680;1101286;-0,0077;-0,434246728;-102;0
2019.07.02 17:00:01;buy;19;101365;101580;98680;1101013;0,0004;-0,009763624;-273;0
2019.07.08 16:57:00;buy;19;105115;105350;102450;1100806;0,0370;1,886757139;-207;0
2019.07.08 17:00:01;buy;19;105080;105350;102450;1100732;-0,0003;-0,050085436;-74;0
2019.07.12 16:57:00;buy;19;104590;105890;102990;1104602;-0,0047;-0,274764296;3870;1
2019.07.12 17:00:01;buy;19;104650;105890;102990;1108244;0,0006;-0,003042618;3642;1
2019.07.16 16:57:00;buy;19;104185;104525;101625;1108446;-0,0044;-0,263363077;202;1
2019.07.16 17:00:01;buy;19;104185;104525;101625;1108648;0,0000;-0,032808644;202;1
2019.07.18 16:57:00;sell;19;105085;104230;107130;1110787;0,0086;0,415417383;2139;1
2019.07.18 17:00:01;sell;19;105080;104230;107130;1112907;0,0000;-0,035277461;2120;1
2019.07.22 16:57:00;buy;19;104225;104570;101670;1113118;-0,0081;-0,454996568;211;1
2019.07.22 17:00:01;buy;19;104285;104570;101670;1113101;0,0006;-0,002938377;-17;0
2019.07.24 15:26:21;sell;38;104300;104305;107205;1110843;0,0001;-0,025345373;-2258;0
2019.07.25 16:57:00;buy;9;102780;104760;101860;1113867;-0,0146;-0,788977935;3024;1
2019.07.25 17:00:01;buy;9;102835;104760;101860;1116792;0,0005;-0,005042611;2925;1
2019.07.29 16:57:00;sell;19;103585;102850;105750;1118485;0,0073;0,345616573;1693;1
2019.07.29 17:00:01;sell;19;103685;102850;105750;1120558;0,0010;0,017282724;2073;1
2019.07.31 10:45:14;buy;38;103095;103070;100170;1118188;-0,0057;-0,328062675;-2370;0
2019.07.31 15:00:02;buy;38;102680;102655;99755;1115818;-0,0040;-0,241675846;-2370;0
2019.08.01 14:35:05;sell;38;103230;103250;106150;1113466;0,0054;0,245122098;-2352;0
2019.08.12 11:25:10;buy;38;102005;101985;99085;1111154;-0,0119;-0,648538082;-2312;0
2019.08.19 16:57:00;buy;9;100045;101465;98565;1113170;-0,0192;-1,029806829;2016;1
2019.08.19 17:00:01;buy;9;100000;101465;98565;1115267;-0,0004;-0,056147355;2097;1
2019.08.21 10:39:04;buy;38;100740;100735;97835;1113029;0,0074;0,351156213;-2238;0
2019.08.21 16:57:00;sell;19;102090;100655;103555;1117372;0,0134;0,662522335;4343;1
2019.08.21 17:00:01;sell;19;102085;100655;103555;1121696;0,0000;-0,035349889;4324;1
2019.09.02 15:17:20;buy;38;101920;101915;99015;1119458;-0,0016;-0,11667384;-2238;0
2019.09.03 11:06:14;sell;38;101420;101435;104335;1117124;-0,0049;-0,287357029;-2334;0
2019.09.03 15:51:14;sell;38;100510;100520;103420;1114828;-0,0090;-0,498370663;-2296;0
2019.09.04 16:01:10;buy;38;101600;101580;98680;1112516;0,0108;0,529891443;-2312;0
2019.09.05 15:07:10;sell;38;103025;102645;105545;1113244;0,0140;0,694939176;728;1
2019.09.09 13:25:32;sell;38;104245;104245;107145;1111024;0,0118;0,581627796;-2220;0
2019.09.09 16:57:00;buy;19;103735;103790;100890;1110133;-0,0049;-0,286657201;-891;0
2019.09.09 17:00:01;buy;19;103760;103790;100890;1109147;0,0002;-0,02030391;-986;0
2019.09.11 10:46:03;buy;38;104200;104195;101295;1107089;0,0042;0,187221646;-2058;0
2019.09.11 12:14:16;sell;38;104195;104200;107100;1104831;0,0000;-0,03529843;-2258;0
2019.09.11 16:57:00;buy;19;104035;104310;101410;1104786;-0,0015;-0,112485623;-45;0
2019.09.11 17:00:01;buy;19;104040;104310;101410;1104722;0,0000;-0,030314909;-64;0
2019.09.13 16:57:00;buy;19;103825;105185;102285;1108810;-0,0021;-0,140034092;4088;1
2019.09.13 17:00:01;buy;19;103840;105185;102285;1112841;0,0001;-0,025312307;4031;1
2019.09.17 16:57:00;sell;19;104930;103495;106395;1117194;0,0105;0,511846457;4353;1
2019.09.17 17:00:01;sell;19;104955;103495;106395;1121642;0,0002;-0,02044632;4448;1
2019.09.19 11:10:14;sell;38;105835;105835;108735;1119442;0,0084;0,40224148;-2200;0
2019.09.19 16:57:00;buy;19;104745;105775;102875;1122256;-0,0103;-0,567196943;2814;1
2019.09.19 17:00:01;buy;19;104660;105775;102875;1125393;-0,0008;-0,074914779;3137;1
2019.09.24 16:57:00;buy;19;104075;104985;102085;1127751;-0,0056;-0,322833281;2358;1
2019.09.24 17:00:01;buy;19;104095;104985;102085;1130033;0,0002;-0,022837538;2282;1
2019.09.26 16:57:00;sell;9;105515;104695;107595;1130969;0,0136;0,675003862;936;1
2019.09.26 17:00:01;sell;9;105575;104695;107595;1132013;0,0006;-0,003303563;1044;1
2019.09.30 15:45:21;buy;38;105370;105365;102465;1129775;-0,0019;-0,133560377;-2238;0
2019.10.01 16:57:00;buy;19;104205;104680;101780;1130500;-0,0111;-0,606487313;725;1
2019.10.01 17:00:01;buy;19;104170;104680;101780;1131358;-0,0003;-0,05023631;858;1
2019.10.04 12:08:21;buy;38;101580;101575;98675;1129140;-0,0249;-1,32288928;-2218;0
2019.10.04 13:27:43;buy;38;101550;101535;98635;1126826;-0,0003;-0,048132667;-2314;0
2019.10.04 16:57:00;sell;19;102740;101780;104680;1129364;0,0117;0,575223852;2538;1
2019.10.04 17:00:01;sell;19;102635;101780;104680;1131503;-0,0010;-0,085837162;2139;1
2019.10.08 12:33:16;sell;38;101115;101120;104020;1129245;-0,0148;-0,801244919;-2258;0
2019.10.09 16:57:00;sell;19;101350;100815;103715;1130178;0,0023;0,087781561;933;1
2019.10.09 17:00:01;sell;19;101355;100815;103715;1131130;0,0000;-0,030248844;952;1
2019.10.15 16:22:16;sell;38;104630;104635;107535;1128892;0,0323;1,643777541;-2238;0
2019.10.16 10:41:08;buy;38;104845;104840;101940;1126694;0,0021;0,07381217;-2198;0
2019.10.16 13:59:32;buy;38;105095;105090;102190;1124456;0,0024;0,090914812;-2238;0
2019.10.16 16:57:00;sell;19;106240;105075;107975;1127783;0,0109;0,532496828;3327;1
2019.10.16 17:00:01;sell;19;106240;105075;107975;1131110;0,0000;-0,032808644;3327;1
2019.10.18 11:35:13;sell;38;105980;105990;108890;1128834;-0,0024;-0,159791486;-2276;0
2019.10.18 14:21:21;buy;38;105715;105705;102805;1126558;-0,0025;-0,16255098;-2276;0
2019.10.21 12:01:21;buy;38;105815;105805;102905;1124322;0,0009;0,016273457;-2236;0
2019.10.21 12:54:10;buy;38;105825;105810;102910;1122028;0,0001;-0,027905072;-2294;0
2019.10.21 16:57:00;sell;19;106665;105865;108765;1123958;0,0079;0,379052448;1930;1
2019.10.21 17:00:01;sell;19;106685;105865;108765;1125964;0,0002;-0,023079652;2006;1
2019.10.24 16:57:00;buy;19;107815;108425;105525;1127182;0,0106;0,516776316;1218;1
2019.10.24 17:00:01;buy;19;107755;108425;105525;1128628;-0,0006;-0,061684297;1446;1
2019.10.28 16:57:00;sell;19;108870;108040;110940;1130672;0,0103;0,504096041;2044;1
2019.10.28 17:00:01;sell;19;108820;108040;110940;1132526;-0,0005;-0,056638506;1854;1
2019.10.30 12:08:43;buy;38;107675;107670;104770;1130288;-0,0105;-0,578763234;-2238;0
2019.10.30 16:57:00;sell;19;108965;107630;110530;1134281;0,0120;0,588825108;3993;1
2019.10.30 17:00:01;sell;19;109030;107630;110530;1138521;0,0006;-0,001856831;4240;1
2019.11.01 15:24:08;sell;38;108410;108450;111350;1136057;-0,0057;-0,327865312;-2464;0
2019.11.05 12:00:13;buy;38;109530;109525;106625;1133839;0,0103;0,503245226;-2218;0
2019.11.05 16:57:00;sell;19;109125;108975;111875;1133299;-0,0037;-0,22466743;-540;0
2019.11.05 17:00:01;sell;19;109015;108975;111875;1132341;-0,0010;-0,085111834;-958;0
2019.11.08 11:59:06;sell;38;108595;108605;111505;1130045;-0,0039;-0,232713244;-2296;0
2019.11.08 16:57:00;buy;19;107775;109265;106365;1134607;-0,0076;-0,424608055;4562;1
2019.11.08 17:00:01;buy;19;107920;109265;106365;1138618;0,0013;0,037000085;4011;1
2019.11.12 16:57:00;buy;19;107165;107895;104995;1140292;-0,0070;-0,395807095;1674;1
2019.11.12 17:00:01;buy;19;107255;107895;104995;1141624;0,0008;0,010767551;1332;1
2019.11.14 16:57:00;sell;19;106965;106350;109250;1142851;-0,0027;-0,173103002;1227;1
2019.11.14 17:00:01;sell;19;106965;106350;109250;1144078;0,0000;-0,032808644;1227;1
2019.11.19 16:57:00;buy;19;106065;107190;104290;1147253;-0,0084;-0,469385361;3175;1
2019.11.19 17:00:01;buy;19;106020;107190;104290;1150599;-0,0004;-0,054822705;3346;1
2019.11.25 16:57:00;sell;19;108790;108470;111370;1150705;0,0261;1,322854303;106;1
2019.11.25 17:00:01;sell;19;108830;108470;111370;1150963;0,0004;-0,013730735;258;1
2019.11.28 16:57:00;sell;19;108520;107715;110615;1152942;-0,0028;-0,180608095;1979;1
2019.11.28 17:00:01;sell;19;108530;107715;110615;1154959;0,0001;-0,0280273;2017;1
2019.12.02 16:57:00;sell;19;109335;108910;111810;1155474;0,0074;0,352054067;515;1
2019.12.02 17:00:01;sell;19;109320;108910;111810;1155932;-0,0001;-0,039927198;458;1
2019.12.04 16:57:00;sell;19;110305;109520;112420;1157835;0,0090;0,434707233;1903;1
2019.12.04 17:00:01;sell;19;110290;109520;112420;1159681;-0,0001;-0,039864599;1846;1
2019.12.06 16:57:00;sell;9;111340;110860;113760;1160005;0,0095;0,461175398;324;1
2019.12.06 17:00:01;sell;9;111335;110860;113760;1160320;0,0000;-0,035138765;315;1
2019.12.10 15:16:21;buy;38;110605;110590;107690;1158026;-0,0066;-0,373021643;-2294;0
2019.12.11 14:00:02;sell;38;110885;110885;113785;1155806;0,0025;0,098545273;-2220;0
2019.12.12 16:57:00;sell;19;112345;111545;114445;1157746;0,0132;0,650378699;1940;1
2019.12.12 17:00:01;sell;19;112375;111545;114445;1159800;0,0003;-0,018952982;2054;1
2019.12.16 15:44:10;sell;38;112970;112985;115885;1157486;0,0053;0,241921946;-2314;0
2019.12.17 16:57:00;sell;19;112450;112145;115045;1157535;-0,0046;-0,271644744;49;1
2019.12.17 17:00:01;sell;19;112475;112145;115045;1157679;0,0002;-0,02127304;144;1
2019.12.20 14:00:19;sell;38;115395;115395;118295;1155459;0,0260;1,314250321;-2220;0
2019.12.23 16:57:00;buy;19;115875;116010;113110;1154872;0,0042;0,183022446;-587;0
2019.12.23 17:00:01;buy;19;115915;116010;113110;1154133;0,0003;-0,014897224;-739;0
2019.12.30 11:39:10;sell;38;117285;117295;120195;1151857;0,0118;0,580445773;-2276;0
2019.12.30 16:57:00;buy;19;116595;117100;114200;1152686;-0,0059;-0,338066166;829;1
2019.12.30 17:00:01;buy;19;116575;117100;114200;1153591;-0,0002;-0,04170905;905;1
2020.01.06 12:10:10;buy;38;117265;117260;114360;1151413;0,0059;0,27430805;-2178;0
2020.01.07 15:18:20;buy;38;117225;117220;114320;1149215;-0,0003;-0,05050775;-2198;0
2020.01.08 13:38:07;buy;18;116985;117380;114480;1149557;-0,0020;-0,139039518;342;1
2020.01.08 15:46:20;sell;38;116870;116885;119785;1147283;-0,0010;-0,083815366;-2274;0
2020.01.09 10:56:01;sell;38;116880;116880;119780;1145163;0,0001;-0,028368912;-2120;0
2020.01.09 13:05:21;buy;38;116750;116745;113845;1142985;-0,0011;-0,090520216;-2178;0
2020.01.09 16:57:00;buy;19;116355;116595;113695;1142797;-0,0034;-0,208358292;-188;0
2020.01.09 17:00:01;buy;19;116295;116595;113695;1142837;-0,0005;-0,059564937;40;1
2020.01.13 11:20:05;sell;38;116460;116470;119370;1140561;0,0014;0,040809126;-2276;0
2020.01.13 16:57:00;sell;19;117700;116880;119780;1142567;0,0106;0,519656212;2006;1
2020.01.13 17:00:01;sell;19;117625;116880;119780;1144288;-0,0006;-0,065871819;1721;1
2020.01.15 16:10:13;buy;38;116965;116960;114060;1142050;-0,0056;-0,323950104;-2238;0
2020.01.16 16:57:00;buy;19;116765;117340;114440;1143135;-0,0017;-0,121531155;1085;1
2020.01.16 17:00:01;buy;19;116750;117340;114440;1144277;-0,0001;-0,03947423;1142;1
2020.01.21 11:41:02;sell;38;118505;118505;121405;1142137;0,0150;0,747165109;-2140;0
2020.01.21 16:57:00;buy;19;117845;117900;115000;1141276;-0,0056;-0,321788132;-861;0
2020.01.21 17:00:01;buy;19;117805;117900;115000;1140567;-0,0003;-0,05042064;-709;0
2020.01.23 16:57:00;sell;19;119545;117485;120385;1147285;0,0148;0,733573331;6718;1
2020.01.23 17:00:01;sell;19;119585;117485;120385;1154155;0,0003;-0,0154471;6870;1
2020.02.03 11:00:14;buy;38;114020;113995;111095;1151765;-0,0465;-2,447425441;-2390;0
2020.02.03 16:57:00;sell;19;115220;114470;117370;1153515;0,0105;0,513276003;1750;1
2020.02.03 17:00:01;sell;19;115225;114470;117370;1155284;0,0000;-0,030556988;1769;1
2020.02.06 16:57:00;buy;9;114840;116960;114060;1158560;-0,0033;-0,206178572;3276;1
2020.02.06 17:00:01;buy;9;114795;116960;114060;1161917;-0,0004;-0,053140596;3357;1
2020.02.14 16:57:00;buy;19;115065;116215;113315;1165187;0,0024;0,089230893;3270;1
2020.02.14 17:00:01;buy;19;115030;116215;113315;1168590;-0,0003;-0,048591462;3403;1
2020.02.18 10:42:08;sell;38;114965;114980;117880;1166256;-0,0006;-0,06212851;-2334;0
2020.02.18 12:37:10;sell;38;114710;114710;117610;1164096;-0,0022;-0,14789777;-2160;0
2020.02.18 16:18:07;buy;38;114720;114715;111815;1161858;0,0001;-0,028285311;-2238;0
2020.02.19 16:57:00;sell;19;116990;115735;118635;1165537;0,0198;0,993898244;3679;1
2020.02.19 17:00:01;sell;19;117010;115735;118635;1169292;0,0002;-0,023938288;3755;1
2020.03.31 12:01:10;sell;38;74670;74680;77580;1167116;-0,3618;-18,8081409;-2176;0
2020.03.31 16:20:06;buy;19;72440;75240;72340;1176686;-0,0299;-1,582404579;9570;1
2020.03.31 16:20:07;buy;19;72280;75240;72340;1186864;-0,0022;-0,147413045;10178;1
2020.04.17 15:56:10;buy;38;78525;78520;75620;1184626;0,0864;4,450246239;-2238;0
2020.05.08 15:14:06;buy;38;80055;80050;77150;1182388;0,0195;0,978172936;-2238;0
2020.05.11 16:57:00;buy;19;79145;80380;77480;1185981;-0,0114;-0,622619398;3593;1
2020.05.11 17:00:01;buy;19;79020;80380;77480;1190049;-0,0016;-0,114758139;4068;1
2020.05.20 12:48:01;sell;38;82000;82000;84900;1187889;0,0377;1,923957815;-2160;0
2020.05.20 13:53:21;buy;38;81470;81440;78540;1185461;-0,0065;-0,368176762;-2428;0
2020.05.21 16:57:00;sell;19;83135;81795;84695;1189443;0,0204;1,027607372;3982;1
2020.05.21 17:00:01;sell;19;83085;81795;84695;1193235;-0,0006;-0,064015201;3792;1
2020.05.27 16:57:00;sell;19;88015;86610;89510;1197464;0,0593;3,046009604;4229;1
2020.05.27 17:00:01;sell;19;88075;86610;89510;1201921;0,0007;0,002562925;4457;1
2020.05.29 12:40:09;buy;38;86245;86240;83340;1199703;-0,0208;-1,11090653;-2218;0
2020.06.10 15:02:06;buy;38;95885;96170;93270;1199669;0,1118;5,766855763;-34;0
2020.06.22 16:57:00;buy;19;95495;96170;93270;1201134;-0,0041;-0,243852975;1465;1
2020.06.22 17:00:01;buy;19;95480;96170;93270;1202656;-0,0002;-0,040958883;1522;1
2020.06.26 16:57:00;buy;19;93755;94965;92065;1206154;-0,0181;-0,970233459;3498;1
2020.06.26 17:00:01;buy;19;93770;94965;92065;1209595;0,0002;-0,024507143;3441;1
2020.07.01 11:34:10;sell;38;96640;96640;99540;1207455;0,0306;1,555290961;-2140;0
2020.07.01 13:45:13;sell;38;96475;96475;99375;1205235;-0,0017;-0,121399067;-2220;0
2020.07.13 10:44:05;sell;38;100670;100675;103575;1202977;0,0435;2,223387927;-2258;0
2020.07.13 15:07:06;sell;38;100590;100590;103490;1200757;-0,0008;-0,074042094;-2220;0
2020.07.17 16:57:00;sell;19;103045;101585;104485;1205195;0,0244;1,233549201;4438;1
2020.07.17 17:00:01;sell;19;103050;101585;104485;1209652;0,0000;-0,03029095;4457;1
2020.07.22 16:52:20;buy;38;104520;104915;102015;1210514;0,0143;0,707357295;862;1
2020.07.23 10:41:13;sell;38;104600;104600;107500;1208294;0,0008;0,00690597;-2220;0
2020.07.23 12:50:08;buy;38;104410;104385;101485;1205924;-0,0018;-0,127058712;-2370;0
2020.07.23 16:57:00;buy;19;102325;103840;100940;1210601;-0,0200;-1,068961242;4677;1
2020.07.23 17:00:01;buy;19;102325;103840;100940;1215278;0,0000;-0,032808644;4677;1
2020.07.29 13:38:08;sell;38;104940;104940;107840;1213138;0,0256;1,293210203;-2140;0
2020.07.29 16:57:00;sell;19;105575;104905;107805;1214574;0,0061;0,281164443;1436;1
2020.07.29 17:00:01;sell;19;105555;104905;107805;1215934;-0,0002;-0,042638081;1360;1
2020.07.31 16:57:00;buy;9;103175;104950;102050;1218589;-0,0225;-1,202733326;2655;1
2020.07.31 17:00:01;buy;9;103325;104950;102050;1220974;0,0015;0,042626989;2385;1
2020.08.04 16:57:00;buy;19;101405;102455;99555;1223904;-0,0186;-0,996982989;2930;1
2020.08.04 17:00:01;buy;19;101425;102455;99555;1226758;0,0002;-0,022574998;2854;1
2020.08.07 14:26:02;buy;38;103140;103135;100235;1224540;0,0169;0,844553446;-2218;0
2020.08.07 16:46:21;buy;38;102755;103150;100250;1225342;-0,0037;-0,226492471;802;1
2020.08.10 14:05:14;buy;38;102255;102645;99745;1226106;-0,0049;-0,285288537;764;1
2020.08.24 13:40:08;buy;38;102145;102135;99235;1223830;-0,0011;-0,088625823;-2276;0
2020.08.25 16:57:00;buy;19;102045;102525;99625;1224564;-0,0010;-0,083606179;734;1
2020.08.25 17:00:01;buy;19;102075;102525;99625;1225184;0,0003;-0,017554449;620;1
2020.08.28 16:57:00;sell;19;102250;101655;104555;1226365;0,0017;0,056148006;1181;1
2020.08.28 17:00:01;sell;19;102330;101655;104555;1227850;0,0008;0,007787654;1485;1
2020.09.03 14:08:07;buy;19;100160;102970;100070;1237428;-0,0212;-1,133122334;9578;1
2020.09.03 14:44:14;buy;19;100070;102970;100070;1247348;-0,0009;-0,079432474;9920;1
2020.09.08 15:17:01;sell;38;100345;100350;103250;1245090;0,0027;0,109781186;-2258;0
2020.09.08 16:10:10;buy;38;100185;100180;97280;1242892;-0,0016;-0,11554264;-2198;0
2020.09.09 13:26:08;buy;38;100955;100935;98035;1240580;0,0077;0,365984589;-2312;0
2020.09.10 16:57:00;buy;19;98775;101130;98230;1248449;-0,0216;-1,15324816;7869;1
2020.09.10 17:00:01;buy;19;98710;101130;98230;1256565;-0,0007;-0,066953562;8116;1
2020.09.16 16:06:00;sell;38;99970;99970;102870;1254345;0,0128;0,629513309;-2220;0
2020.09.17 16:57:00;sell;9;100140;99435;102335;1255074;0,0017;0,05542597;729;1
2020.09.17 17:00:01;sell;9;100160;99435;102335;1255839;0,0002;-0,022445723;765;1
2020.09.23 15:17:04;sell;38;96480;96480;99380;1253619;-0,0367;-1,939205265;-2220;0
2020.09.24 10:38:07;sell;38;96000;96000;98900;1251419;-0,0050;-0,290953633;-2200;0
2020.09.24 15:51:10;sell;38;97080;96710;99610;1252111;0,0113;0,550921713;692;1
2020.09.25 11:27:05;buy;38;96110;96105;93205;1249993;-0,0100;-0,551252489;-2118;0
2020.09.28 16:57:00;buy;19;94510;96510;93610;1256493;-0,0166;-0,896604591;6500;1
2020.09.28 17:00:01;buy;19;94600;96510;93610;1262651;0,0010;0,016602454;6158;1
2020.10.01 14:20:15;buy;38;94315;94710;91810;1263493;-0,0030;-0,18912826;842;1
2020.10.01 16:57:00;sell;19;95480;94015;96915;1267970;0,0124;0,608112964;4477;1
2020.10.01 17:00:01;sell;19;95555;94015;96915;1272732;0,0008;0,007948957;4762;1
2020.10.07 14:44:04;buy;38;95860;95850;92950;1270456;0,0032;0,132808839;-2276;0
2020.10.08 12:19:10;sell;38;96265;96285;99185;1268084;0,0042;0,186409934;-2372;0
2020.10.13 16:57:00;sell;19;98780;97975;100875;1270083;0,0261;1,322784398;1999;1
2020.10.13 17:00:01;sell;19;98560;97975;100875;1271246;-0,0022;-0,148370209;1163;1
2020.10.15 16:57:00;sell;9;99300;98735;101635;1271723;0,0075;0,356766089;477;1
2020.10.15 17:00:01;sell;9;99250;98735;101635;1272110;-0,0005;-0,0589351;387;1
2020.10.19 15:01:04;sell;38;99520;99520;102420;1269930;0,0027;0,108345297;-2180;0
2020.10.19 16:57:00;buy;19;98725;99490;96590;1271737;-0,0080;-0,447300992;1807;1
2020.10.19 17:00:01;buy;19;98830;99490;96590;1273145;0,0011;0,022376467;1408;1
2020.10.22 11:51:07;buy;38;101050;101045;98145;1270907;0,0225;1,132722643;-2238;0
2020.10.22 16:57:00;sell;19;102085;101645;104545;1271469;0,0102;0,498643042;562;1
2020.10.22 17:00:01;sell;19;102095;101645;104545;1272069;0,0001;-0,027725904;600;1
2020.10.26 12:05:06;sell;38;101490;101490;104390;1269869;-0,0059;-0,340284244;-2200;0
2020.10.26 16:32:08;buy;18;101065;101455;98555;1270193;-0,0042;-0,250091486;324;1
2020.10.27 16:57:00;buy;19;99700;101305;98405;1275222;-0,0135;-0,733604665;5029;1
2020.10.27 17:00:01;buy;19;99635;101305;98405;1280498;-0,0007;-0,066636771;5276;1
2020.11.12 16:57:00;buy;19;102365;104690;101790;1288233;0,0274;1,38889959;7735;1
2020.11.12 17:00:01;buy;19;102235;104690;101790;1296462;-0,0013;-0,098703516;8229;1
2020.11.18 15:06:10;buy;38;107170;107155;104255;1294148;0,0483;2,471842893;-2314;0
2020.11.19 11:23:04;sell;38;106475;106475;109375;1291928;-0,0065;-0,369297999;-2220;0
2020.11.19 12:08:05;sell;38;106740;106740;109640;1289708;0,0025;0,096330524;-2220;0
2020.11.19 15:25:06;buy;38;106345;106740;103840;1290510;-0,0037;-0,224821211;802;1
2020.11.20 11:48:10;buy;38;106585;106580;103680;1288272;0,0023;0,084290555;-2238;0
2020.11.20 16:57:00;buy;19;106025;106445;103545;1288798;-0,0053;-0,305424865;526;1
2020.11.20 17:00:01;buy;19;106045;106445;103545;1289248;0,0002;-0,023020925;450;1
2020.11.24 16:57:00;sell;19;109780;108260;111160;1293924;0,0352;1,794703058;4676;1
2020.11.24 17:00:01;sell;19;109760;108260;111160;1298524;-0,0002;-0,042261575;4600;1
2020.11.26 16:57:00;sell;19;110140;109605;112505;1299467;0,0035;0,146829788;943;1
2020.11.26 17:00:01;sell;19;110155;109605;112505;1300467;0,0001;-0,025742118;1000;1
2020.11.30 10:56:10;sell;38;110605;110605;113505;1298247;0,0041;0,17915826;-2220;0
2020.11.30 12:55:10;buy;38;109915;109905;107005;1296011;-0,0062;-0,356502225;-2236;0
2020.11.30 14:32:13;buy;38;109720;109715;106815;1293873;-0,0018;-0,124861529;-2138;0
2020.12.03 16:57:00;sell;19;113095;112430;115330;1295290;0,0308;1,563245923;1417;1
2020.12.03 17:00:01;sell;19;113080;112430;115330;1296650;-0,0001;-0,039690532;1360;1
2020.12.07 16:57:00;sell;19;114010;113605;116505;1297079;0,0082;0,393925021;429;1
2020.12.07 16:59:06;sell;19;113595;113605;116505;1295931;-0,0036;-0,221679482;-1148;0
2020.12.08 14:25:04;sell;38;113675;113700;116600;1293521;0,0007;0,003733206;-2410;0
2020.12.09 16:57:00;buy;19;112780;113895;110995;1296668;-0,0079;-0,441332882;3147;1
2020.12.09 17:00:01;buy;19;112740;113895;110995;1299967;-0,0004;-0,051211603;3299;1
2020.12.14 11:30:05;buy;18;115265;115260;112360;1298869;0,0224;1,129290306;-1098;0
2020.12.14 14:45:04;sell;38;114960;114965;117865;1296611;-0,0026;-0,170105989;-2258;0
2020.12.15 16:57:00;sell;19;116010;114970;117870;1299463;0,0091;0,441108371;2852;1
2020.12.15 17:00:01;sell;19;116075;114970;117870;1302562;0,0006;-0,003736458;3099;1
2020.12.18 14:41:07;buy;38;118865;118840;115940;1300172;0,0240;1,214360243;-2390;0
2020.12.23 16:57:00;sell;19;118080;117110;120010;1302798;-0,0066;-0,375478118;2626;1
2020.12.23 17:00:01;sell;19;118000;117110;120010;1305120;-0,0007;-0,067962534;2322;1
2020.12.29 16:57:00;sell;19;119575;119055;121955;1306006;0,0133;0,659752797;886;1
2020.12.29 17:00:01;sell;19;119615;119055;121955;1307044;0,0003;-0,015451456;1038;1
2021.01.04 16:57:00;buy;9;119010;120415;117515;1309033;-0,0051;-0,295248316;1989;1
2021.01.04 17:00:01;buy;9;119025;120415;117515;1310995;0,0001;-0,026268797;1962;1
2021.01.13 16:03:08;buy;38;122455;122850;119950;1311797;0,0288;1,462447814;802;1
2021.01.19 16:57:00;buy;9;120660;121885;118985;1313462;-0,0147;-0,793393523;1665;1
2021.01.19 17:00:01;buy;9;120590;121885;118985;1315253;-0,0006;-0,062910583;1791;1
2021.02.05 11:32:05;sell;38;120170;120170;123070;1313073;-0,0035;-0,213525121;-2180;0
2021.02.05 12:44:08;buy;38;120160;120150;117250;1310797;-0,0001;-0,037126455;-2276;0
2021.02.05 16:23:10;sell;38;120600;120610;123510;1308541;0,0037;0,157190881;-2256;0
2021.02.08 10:54:07;buy;38;119750;119725;116825;1306151;-0,0070;-0,398514045;-2390;0
2021.02.09 11:33:07;buy;38;118775;118760;115860;1303837;-0,0081;-0,455271811;-2314;0
2021.02.09 16:57:00;sell;19;119670;118425;121325;1307458;0,0075;0,358174247;3621;1
2021.02.09 17:00:01;sell;19;119725;118425;121325;1311288;0,0005;-0,008961457;3830;1
2021.02.11 14:17:08;sell;38;119230;119230;122130;1309068;-0,0041;-0,24733473;-2220;0
2021.02.12 15:00:09;sell;38;119395;119405;122305;1306772;0,0014;0,03899693;-2296;0
2021.02.17 16:57:00;sell;19;120555;119495;122395;1309730;0,0097;0,471308662;2958;1
2021.02.17 17:00:01;sell;19;120505;119495;122395;1312498;-0,0004;-0,054328756;2768;1
